unitid,format,licenseuri,fileuri,scientificname,typifiedname,family,subfamily,genus,species,subspecies,zoogeoregion,countrycode,country,province,station,eventdate,view
1695,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1695.jpg,Cantharolethrus steinheili,Cantharolethrus steinheili,Lucanidae,"",Cantharolethrus,steinheili,,NT,PE,Peru,Huánuco ,Dos Aguas,03/2010,Dorsal
1696,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1696.jpg,Cantharolethrus steinheili,Cantharolethrus steinheili,Lucanidae,"",Cantharolethrus,steinheili,,NT,PE,Peru,Huánuco ,Dos Aguas,03/2010,Lateral
1697,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1697.jpg,Cantharolethrus steinheili,Cantharolethrus steinheili,Lucanidae,"",Cantharolethrus,steinheili,,NT,PE,Peru,Huánuco ,Dos Aguas,03/2010,Dorsal
1698,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1698.jpg,Chiasognathus gaujoni,Chiasognathus gaujoni,Lucanidae,"",Chiasognathus,gaujoni,,NT,EC,Ecuador,Loja,Loja,,Dorsal
1699,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1699.jpg,Chiasognathus gaujoni,Chiasognathus gaujoni,Lucanidae,"",Chiasognathus,gaujoni,,NT,EC,Ecuador,Loja,Loja,,Lateral
1700,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1700.jpg,Chiasognathus gaujoni,Chiasognathus gaujoni,Lucanidae,"",Chiasognathus,gaujoni,,NT,EC,Ecuador,Loja,Loja,,Ventral
1701,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1701.jpg,Chiasognathus gaujoni,Chiasognathus gaujoni,Lucanidae,"",Chiasognathus,gaujoni,,NT,EC,Ecuador,Loja,Loja,,Dorsal
1702,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1702.jpg,Chiasognathus impubis,Chiasognathus impubis,Lucanidae,"",Chiasognathus,impubis,,NT,,,,,,Dorsal
1703,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1703.jpg,Cyclomatus canaliculatus,Cyclomatus canaliculatus,Lucanidae,"",Cyclomatus,canaliculatus,,OL,,,,,,Dorsal
1704,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1704.jpg,Cyclomatus canaliculatus,Cyclomatus canaliculatus,Lucanidae,"",Cyclomatus,canaliculatus,,OL,ID,Indonesia,Borneo,,,Dorsal
1705,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1705.jpg,Cyclomatus canaliculatus,Cyclomatus canaliculatus,Lucanidae,"",Cyclomatus,canaliculatus,,OL,ID,Indonesia,North Sumatra ,Nias Island,,Dorsal
1706,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1706.jpg,Cyclomatus canaliculatus,Cyclomatus canaliculatus,Lucanidae,"",Cyclomatus,canaliculatus,,OL,ID,Indonesia,North Sumatra ,Nias Island,,Dorsal
1707,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1707.jpg,Cyclomatus canaliculatus,Cyclomatus canaliculatus,Lucanidae,"",Cyclomatus,canaliculatus,,OL,,,,,,Dorsal
1708,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1708.jpg,Cyclomatus cupreonitens,Cyclomatus cupreonitens,Lucanidae,"",Cyclomatus,cupreonitens,,OL,ID,Indonesia,South Sumatra ,Mount Dempo ,06/2006,Dorsal
1709,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1709.jpg,Cyclomatus cupreonitens,Cyclomatus cupreonitens,Lucanidae,"",Cyclomatus,cupreonitens,,OL,ID,Indonesia,South Sumatra ,Mount Dempo ,06/2006,Dorsal
1710,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1710.jpg,Cyclomatus elaphus,Cyclomatus elaphus,Lucanidae,"",Cyclomatus,elaphus,,OL,ID,Indonesia,Sumatra,,10/2006,Dorsal
1711,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1711.jpg,Cyclomatus elaphus,Cyclomatus elaphus,Lucanidae,"",Cyclomatus,elaphus,,OL,ID,Indonesia,Sumatra,,10/2006,Dorsal
1712,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1712.jpg,Cyclomatus elaphus,Cyclomatus elaphus,Lucanidae,"",Cyclomatus,elaphus,,OL,ID,Indonesia,Sumatra,,10/2006,Dorsal
1713,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1713.jpg,Cyclomatus magnificus,Cyclomatus magnificus,Lucanidae,"",Cyclomatus,magnificus,,OL,MY,Malaysia,Sabah (Borneo),Crocker Range ,05/2007,Frontal
1714,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1714.jpg,Cyclomatus magnificus,Cyclomatus magnificus,Lucanidae,"",Cyclomatus,magnificus,,OL,MY,Malaysia,Sabah (Borneo),Crocker Range ,05/2007,Dorsal
1715,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1715.jpg,Cyclomatus metallifer isogaii,Cyclomatus metallifer isogaii,Lucanidae,"",Cyclomatus,metallifer,isogaii,OL,ID,Indonesia,Maluku ,Taliabu Island,10/2008,Dorsal
1716,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1716.jpg,Cyclomatus modigliani,Cyclomatus modigliani,Lucanidae,"",Cyclomatus,modigliani,,OL,ID,Indonesia,South Sumatra ,Mount Dempo ,03/2004,Dorsal
1717,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1717.jpg,Cyclomatus pulchellus,Cyclomatus pulchellus,Lucanidae,"",Cyclomatus,pulchellus,,AU,PG,Papua New Guinea,Morobe,"Wau, 1050m",02/1979,Dorsal
1718,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1718.jpg,Cyclomatus pulchellus,Cyclomatus pulchellus,Lucanidae,"",Cyclomatus,pulchellus,,AU,PG,Papua New Guinea,Morobe,"Wau, 1050m",02/1979,Dorsal
1719,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1719.jpg,Cyclomatus scutellaris,Cyclomatus scutellaris,Lucanidae,"",Cyclomatus,scutellaris,,PA,TW,"Taiwan, Province of China",Nantou County ,Shan Lin Xi,04/09/1987,Ventral
1720,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1720.jpg,Cyclomatus scutellaris,Cyclomatus scutellaris,Lucanidae,"",Cyclomatus,scutellaris,,PA,TW,"Taiwan, Province of China",Nantou County ,Shan Lin Xi,04/09/1987,Dorsal
1721,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1721.jpg,Cyclomatus scutellaris,Cyclomatus scutellaris,Lucanidae,"",Cyclomatus,scutellaris,,PA,TW,"Taiwan, Province of China",Nantou County ,Shan Lin Xi,04/09/1987,Lateral
1722,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1722.jpg,Cyclomatus scutellaris,Cyclomatus scutellaris,Lucanidae,"",Cyclomatus,scutellaris,,PA,TW,"Taiwan, Province of China",Nantou County ,Shan Lin Xi,04/09/1987,Ventral
1723,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1723.jpg,Cyclomatus scutellaris,Cyclomatus scutellaris,Lucanidae,"",Cyclomatus,scutellaris,,PA,TW,"Taiwan, Province of China",Nantou County ,Shan Lin Xi,04/09/1987,Dorsal
1724,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1724.jpg,Cyclomatus speciosus,Cyclomatus speciosus,Lucanidae,"",Cyclomatus,speciosus,,AU,PG,Papua New Guinea,Bougainville Island ,Buin,,Dorsal
1725,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1725.jpg,Cyclomatus speciosus,Cyclomatus speciosus,Lucanidae,"",Cyclomatus,speciosus,,AU,PG,Papua New Guinea,Bougainville Island ,Buin,,Dorsal
1726,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1726.jpg,Cyclomatus speciosus,Cyclomatus speciosus,Lucanidae,"",Cyclomatus,speciosus,,AU,PG,Papua New Guinea,Bougainville Island ,Buin,,Dorsal
1727,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1727.jpg,Cyclomatus speciosus,Cyclomatus speciosus,Lucanidae,"",Cyclomatus,speciosus,,AU,PG,Papua New Guinea,Bougainville Island ,Buin,,Dorsal
1728,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1728.jpg,Cyclomatus speciosus,Cyclomatus speciosus,Lucanidae,"",Cyclomatus,speciosus,,AU,PG,Papua New Guinea,Bougainville Island ,Buin,,Lateral
1729,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1729.jpg,Cyclomatus tarandus,Cyclomatus tarandus,Lucanidae,"",Cyclomatus,tarandus,,OL,ID,Indonesia,Borneo,Njalang,,Dorsal
1730,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1730.jpg,Cyclomatus tarandus,Cyclomatus tarandus,Lucanidae,"",Cyclomatus,tarandus,,OL,ID,Indonesia,Borneo,,,Dorsal
1731,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1731.jpg,Cyclomatus tarandus,Cyclomatus tarandus,Lucanidae,"",Cyclomatus,tarandus,,OL,ID,Indonesia,Borneo,,,Dorsal
1732,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1732.jpg,Dendezia renieri,Dendezia renieri,Lucanidae,"",Dendezia,renieri,,AT,RW,Rwanda,Western Province ,"Ihembe (=Nyamirango), 11 km East of Dendezi (=Ntendezi)",19/04/1951,Lateral Head
1733,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1733.jpg,Dendezia renieri,Dendezia renieri,Lucanidae,"",Dendezia,renieri,,AT,RW,Rwanda,Western Province ,"Ihembe (=Nyamirango), 11 km East of Dendezi (=Ntendezi)",19/04/1951,Dorsal
1734,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1734.jpg,Dorcus mirabilis,Dorcus mirabilis,Lucanidae,"",Dorcus,mirabilis,,OL,ID,Indonesia,Maluku ,Seram ,09/2003,Dorsal
1735,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1735.jpg,Gnaphaloryx opacus,Gnaphaloryx opacus,Lucanidae,"",Gnaphaloryx,opacus,,OL,ID,Indonesia,Java,,1902,Dorsal
1736,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1736.jpg,Gnaphaloryx opacus,Gnaphaloryx opacus,Lucanidae,"",Gnaphaloryx,opacus,,OL,ID,Indonesia,Java,,1902,Dorsal
1737,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1737.jpg,Gnapholoryx opacus,Gnapholoryx opacus,Lucanidae,"",Gnapholoryx,opacus,,OL,ID,Indonesia,Java,,1902,Dorsal
1738,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1738.jpg,Hemisodorcus bisignatus,Hemisodorcus bisignatus,Lucanidae,"",Hemisodorcus,bisignatus,,OL,,,,,,Dorsal
1739,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1739.jpg,Hemisodorcus bisignatus,Hemisodorcus bisignatus,Lucanidae,"",Hemisodorcus,bisignatus,,OL,,,,,,Dorsal
1740,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1740.jpg,Hemisodorcus bisignatus,Hemisodorcus bisignatus,Lucanidae,"",Hemisodorcus,bisignatus,,OL,,,,,,Dorsal
1741,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1741.jpg,Hemisodorcus bisignatus,Hemisodorcus bisignatus,Lucanidae,"",Hemisodorcus,bisignatus,,OL,,,,,,Ventral
1742,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1742.jpg,Hemisodorcus macleayi,Hemisodorcus macleayi,Lucanidae,"",Hemisodorcus,macleayi,,PA,IN,India,Sikkim,,,Dorsal
1743,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1743.jpg,Hemisodorcus macleayi,Hemisodorcus macleayi,Lucanidae,"",Hemisodorcus,macleayi,,PA,IN,India,Sikkim,,,Dorsal
1744,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1744.jpg,Hemisodorcus nepalensis,Hemisodorcus nepalensis,Lucanidae,"",Hemisodorcus,nepalensis,,PA,IN,India,West Bengal ,Darjeeling ,1908,Dorsal
1745,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1745.jpg,Hemisodorcus nepalensis,Hemisodorcus nepalensis,Lucanidae,"",Hemisodorcus,nepalensis,,PA,IN,India,West Bengal ,Darjeeling ,1908,Dorsal
1746,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1746.jpg,Heterochthes brachypterus,Heterochthes brachypterus,Lucanidae,"",Heterochthes,brachypterus,,OL,KH,Cambodia,,,,Dorsal
1747,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1747.jpg,Hexarthrius buquetii,Hexarthrius buquetii,Lucanidae,"",Hexarthrius,buquetii,,OL,ID,Indonesia,Java,,,Lateral
1749,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1749.jpg,Hexarthrius buquetii,Hexarthrius buquetii,Lucanidae,"",Hexarthrius,buquetii,,OL,ID,Indonesia,East Java ,Mount Kawi ,1898,Dorsal
1750,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1750.jpg,Hexarthrius buquetii,Hexarthrius buquetii,Lucanidae,"",Hexarthrius,buquetii,,OL,ID,Indonesia,Java,,,Dorsal
1751,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1751.jpg,Hexarthrius buquetii,Hexarthrius buquetii,Lucanidae,"",Hexarthrius,buquetii,,OL,ID,Indonesia,Java,,,Dorsal
1752,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1752.jpg,Hexarthrius buquetii,Hexarthrius buquetii,Lucanidae,"",Hexarthrius,buquetii,,OL,ID,Indonesia,Java,,,Dorsal
1753,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1753.jpg,Hexarthrius buquetii,Hexarthrius buquetii,Lucanidae,"",Hexarthrius,buquetii,,OL,ID,Indonesia,Java,,,Dorsal
1754,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1754.jpg,Hexarthrius buquetii,Hexarthrius buquetii,Lucanidae,"",Hexarthrius,buquetii,,OL,ID,Indonesia,West Sumatra,Padang Panjang ,,Dorsal
1755,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1755.jpg,Hexarthrius davisoni,Hexarthrius davisoni,Lucanidae,"",Hexarthrius,davisoni,,OL,IN,India,Tamil Nadu,Shenbaganur,,Dorsal
1756,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1756.jpg,Hexarthrius davisoni,Hexarthrius davisoni,Lucanidae,"",Hexarthrius,davisoni,,OL,IN,India,Tamil Nadu,Madurai,,Dorsal
1757,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1757.jpg,Hexarthrius davisoni,Hexarthrius davisoni,Lucanidae,"",Hexarthrius,davisoni,,OL,IN,India,Tamil Nadu,Madras,,Dorsal
1758,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1758.jpg,Hexarthrius davisoni,Hexarthrius davisoni,Lucanidae,"",Hexarthrius,davisoni,,OL,IN,India,Tamil Nadu,Madras,,Dorsal
1759,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1759.jpg,Hexarthrius davisoni,Hexarthrius davisoni,Lucanidae,"",Hexarthrius,davisoni,,OL,IN,India,Tamil Nadu,Shenbaganur,,Lateral
1760,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1760.jpg,Hexarthrius davisoni,Hexarthrius davisoni,Lucanidae,"",Hexarthrius,davisoni,,OL,IN,India,,,,Dorsal
1761,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1761.jpg,Hexarthrius forsteri,Hexarthrius forsteri,Lucanidae,"",Hexarthrius,forsteri,,OL,IN,India,Meghalaya ,Khasi Hills ,,Dorsal
1762,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1762.jpg,Hexarthrius forsteri,Hexarthrius forsteri,Lucanidae,"",Hexarthrius,forsteri,,OL,IN,India,Meghalaya ,Khasi Hills ,,Dorsal
1763,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1763.jpg,Hexarthrius forsteri,Hexarthrius forsteri,Lucanidae,"",Hexarthrius,forsteri,,OL,IN,India,Meghalaya ,Khasi Hills ,,Lateral
1764,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1764.jpg,Hexarthrius melchiortis,Hexarthrius melchiortis,Lucanidae,"",Hexarthrius,melchiortis,,OL,MM,Myanmar,Kachin,,09/2005,Dorsal
1765,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1765.jpg,Hexarthrius parryi deyrollei,Hexarthrius parryi deyrollei,Lucanidae,"",Hexarthrius,parryi,deyrollei,OL,ID,Indonesia,Sumatra,"Medan, Dolok Baros ",12/1905,Dorsal
1766,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1766.jpg,Hexarthrius parryi deyrollei,Hexarthrius parryi deyrollei,Lucanidae,"",Hexarthrius,parryi,deyrollei,OL,ID,Indonesia,Sumatra,"Medan, Dolok Baros ",12/1905,Dorsal
1767,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1767.jpg,Hexarthrius parryi deyrollei,Hexarthrius parryi deyrollei,Lucanidae,"",Hexarthrius,parryi,deyrollei,OL,ID,Indonesia,Sumatra,"Medan, Dolok Baros ",12/1905,Dorsal
1768,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1768.jpg,Hexarthrius parryi deyrollei,Hexarthrius parryi deyrollei,Lucanidae,"",Hexarthrius,parryi,deyrollei,OL,ID,Indonesia,Sumatra,"Medan, Dolok Baros ",12/1905,Dorsal
1769,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1769.jpg,Hexarthrius parryi deyrollei,Hexarthrius parryi deyrollei,Lucanidae,"",Hexarthrius,parryi,deyrollei,OL,ID,Indonesia,Sumatra,"Medan, Dolok Baros ",12/1905,Dorsal
1770,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1770.jpg,Hexarthrius parryi deyrollei,Hexarthrius parryi deyrollei,Lucanidae,"",Hexarthrius,parryi,deyrollei,OL,ID,Indonesia,Sumatra,"Medan, Dolok Baros ",12/1905,Dorsal
1771,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1771.jpg,Hexarthrius parryi deyrollei,Hexarthrius parryi deyrollei,Lucanidae,"",Hexarthrius,parryi,deyrollei,OL,ID,Indonesia,North Sumatra ,Dolok Baros (Medan),,Dorsal
1772,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1772.jpg,Hexarthrius parryi paradoxus,Hexarthrius parryi paradoxus,Lucanidae,"",Hexarthrius,parryi,paradoxus,OL,MY,Malaysia,Pahang ,Cameron Highlands ,03/2007,Dorsal
1773,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1773.jpg,Hexarthrius parryi paradoxus,Hexarthrius parryi paradoxus,Lucanidae,"",Hexarthrius,parryi,paradoxus,OL,MY,Malaysia,Pahang ,Cameron Highlands ,03/2007,Lateral
1774,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1774.jpg,Hexarthrius parryi paradoxus,Hexarthrius parryi paradoxus,Lucanidae,"",Hexarthrius,parryi,paradoxus,OL,MY,Malaysia,Pahang ,Cameron Highlands ,03/2007,Lateral
1775,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1775.jpg,Hexarthrius rhinoceros,Hexarthrius rhinoceros,Lucanidae,"",Hexarthrius,rhinoceros,,OL,ID,Indonesia,West Java,Mount Halimun,12/12/2002,Dorsal
1776,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1776.jpg,Homoderus johnstoni,Homoderus johnstoni,Lucanidae,"",Homoderus,johnstoni,,AT,CD,"Congo, The Democratic Republic of the",Kivu,,08/2004,Dorsal
1777,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1777.jpg,Homoderus johnstoni,Homoderus johnstoni,Lucanidae,"",Homoderus,johnstoni,,AT,CD,"Congo, The Democratic Republic of the",Kivu,,08/2004,Ventral
1778,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1778.jpg,Homoderus johnstoni,Homoderus johnstoni,Lucanidae,"",Homoderus,johnstoni,,AT,CD,"Congo, The Democratic Republic of the",Kivu,,08/2004,Dorsal
1779,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1779.jpg,Homoderus johnstoni,Homoderus johnstoni,Lucanidae,"",Homoderus,johnstoni,,AT,CD,"Congo, The Democratic Republic of the",Kivu,,08/2004,Lateral
1780,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1780.jpg,Homoderus mellyi,Homoderus mellyi,Lucanidae,"",Homoderus,mellyi,,AT,CD,"Congo, The Democratic Republic of the",Équateur ,"Libenge, Pongo River",15/10/1943,Dorsal
